Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
Deshumanitas Ukrainia 2025,Mat 1618,246.0,"['mat 1618', 'apocalypse', 'acrylique', 'numérique', 'end of time', 'mathias naumann', 'deshumanitas', 'mat seize dix huit', 'mathias', 'sphérisme', 'sphèrisme']",,Outsider Art,"""Deshumanitas Ukrainia 2025"" est une œuvre artistique qui mélange des techniques traditionnelles et numériques. L'esquisse initiale a été réalisée en acrylique sur toile, puis elle a été finalisée en utilisant la vectorisation digitale. L'œuvre offre une perspective à 360 degrés, permettant d'être visualisée sous quatre angles[...]",https://www.artmajeur.com/mat-1618/en/artworks/16929655/deshumanitas-ukrainia-2025,downloaded_images/16929655_deshumanitas-ukrainia-2023-hd.jpg
Les Trois Harmonies,Layachi Hamidouche,25.0,[],,Surrealism,"About this artwork: Classification, Techniques & Styles
                      Surrealism      Founded in 1923 by the writer André Breton, it will unite many artists like Salvador Dali[...]",https://www.artmajeur.com/layachi-hamidouche/en/artworks/17658850/les-trois-harmonies,downloaded_images/17658850_24-01-les-trois-harmonies.jpg
Série Fleurs 9,Laurent Lambert,37.0,"['fleur', 'nature', 'campagne']",,Land Art,"About this artwork: Classification, Techniques & Styles
                      Land Art      Painting, the main subject of which is the representation of a natural, rural or urban site.[...]",https://www.artmajeur.com/laurent-lambert/en/artworks/16857790/serie-fleurs-9,downloaded_images/16857790_c0ede59f-0448-454e-95c7-71faa5e5056f.jpg
Goldeneagle Cybertoken,Hosni Gharbi,,"['Cybertoken', 'Médaillon 3D', 'Art numérique', 'Aigle royal', 'Collection privée', 'Technologie laser', 'Sculpture', '3D', 'Pièce', 'Cyberpièce', 'digitale', 'médaillons']",,Symbolism,"DESCRIPTION DU MODÈLE 3D 
Ceci est un cybertoken, il fait partie d'une longue collection de pièces uniques finement sculptées en 3D. Cette pièce présente l'aigle royal en or, fondu dans une cyberpièce numérique. 
 
Visiter mon profil de vendeur sur Cults, en cliquant sur le lien ! 
"" Le lien est dans la vidéo YouTube[...]",https://www.artmajeur.com/hosni-gharbi/en/artworks/17507176/goldeneagle-cybertoken,downloaded_images/17507176_09.jpg
La Isla Perdida,Patricia Brown (Artedibujopbrown),,['Isla'],,Conceptual Art,"Arte Digital paisajes naturales creado con IA

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts   [...]",https://www.artmajeur.com/patricia-brown-artedibujopbrown/en/artworks/16674169/la-isla-perdida,downloaded_images/16674169_img-20230226-191804-365.jpg
I Am Eva,Evanthia Ralliou,,"['art', 'digitalart', 'people', 'body']",,Pop Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/evanthia-ralliou/en/artworks/16537105/i-am-eva,downloaded_images/16537105_147393542-244357700517738-5213502597446240046-n.jpg
Tears,Christina Kristovsky,49.5,"['young woman', 'beauty', 'abstraction', 'dress']",,Abstract,"Moments are so fleeting - Don't waste them on vanity. 
Only animals are careless. 
This doesn’t suit us at all. 
The hour passes very quickly - Leave all grudges behind. 
Making your heart pure is the path to real beauty.

                
                    About this artwork:[...]",https://www.artmajeur.com/christina-kristovsky/en/artworks/17426764/tears,downloaded_images/17426764_1cifravaa-zivopis.jpg
The Drought Of 1976,Udo P. Linke,42.0,"['Woman', 'sun', 'summer', 'heat', 'sweat', 'sky', 'clouds', 'sexy', 'sunglasses', 'sixties', 'seventies', 'Pop-Art', 'smoking', 'retro', 'Pop', 'Pop Art', 'yellow']",,Pop Art,"Mixed Media

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/udo-p-linke/en/artworks/16641376/the-drought-of-1976,downloaded_images/16641376_the-drought-of-1976.jpg
Intuition A,Lumagayo,32.0,[],,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/lumagayo/en/artworks/16683679/intuition-a,downloaded_images/16683679_1c78fae9-44f1-4c8a-a3fd-e1954e61b390.jpg
Glorifornication,Salamanderlovers,,[],,Illustration,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/salamanderlovers/en/artworks/16611292/glorifornication,downloaded_images/16611292_glorification.jpg
Dietro Casa,Maria Luisa Stefanini,25.0,[],,Figurative,Dietro Casa mia mi ha ispirato un pomeriggio con il cielo terso e queste nuvole che mi venivano incontro guardando dietro casa e mi son detta perché non riportarle su carta? È così è avvenuto spero che l'emozione che da a me riesca a trasmetterla anche ad altri e magari la vuole portarsela a casa,https://www.artmajeur.com/mluisastefanini-1/en/artworks/13642523/dietro-casa,downloaded_images/13642523_img-20200830-155822-783.jpg
La Femme Au Drap / Argenté,Rono_ok,25.0,"['femme', 'women', 'sensualité', 'Sensuality']",,Pop Art,"Là pour évoquer une impression de mystère et de sensualité, car la figure féminine est enveloppée dans un drap qui suggère un certain mystère ou une certaine intimité. Le drap, qui cache une partie du corps de la femme, peut laisser place à l'imagination de l'observateur, qui peut être invité à imaginer ce qui se trouve en dessous. Cette[...]",https://www.artmajeur.com/conseilpouvoir/en/artworks/16498396/la-femme-au-drap-argente,downloaded_images/16498396_sans-titre-2.jpg
Vogue,Anastasia Kirillova,25.18,"['fashion', 'fashion illustration', 'fashion art']",,мода,"На рисунке изображена Fashion Иллюстрация. Модные иллюстрации одно из моих любимых направлений в рисовании.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/anastasia-kirillova-1617131/en/artworks/17169286/vogue,downloaded_images/17169286_e4699834-00f9-47e2-a3a8-488f2d64850d.jpg
The Hero's,Cesarius,42.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/cesarius/en/artworks/16690297/the-hero-s,downloaded_images/16690297_4-82d1aa6e-3a26-45fa-8e2c-0a00ac8ebf0f.jpg
Bons Moments,Nataliia K (Iurochkina),32.0,"['красочный', 'сладкий', 'любовь', 'coloré', 'Amour', 'délicieux']",,Illustration,"Une très jolie carte «Sweet Moments» créée à partir de mon dessin à l’aquarelle et de mon traitement numérique. Commandez et faites plaisir à vos proches...

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/natalia-k-urochkina/en/artworks/17543815/bons-moments,downloaded_images/17543815_2.jpg
The Happy Dance,Kishore Bishoi,25.34,"['passion', 'dance', 'life', 'happy', 'cheer', 'love', 'care', 'heart', 'easy', 'rhythm', 'free', 'music', 'first', 'step', 'pop art']",,Abstract,"For dancing is the loftiest, the most moving, the most beautiful of the arts because it is no mere translation or abstraction from life: it is life itself. Great dancers are not great because of their technique, they are great because of their passion. All in all, dance is something which anyone can do. There is no right way or wrong way to dance,[...]",https://www.artmajeur.com/kishore-chandra-bishoi/en/artworks/17282050/the-happy-dance,downloaded_images/17282050_49-happiness.jpg
Life Is Served Under The Peaceful Lovely,Pepita Selles,40.62,[],,Abstract,"plates,foil,stars,flowers,paint,oilpainted,landscape,plants,silver,structure, 
serenity,unique,collage,shining,colorful,nature,peacefulness,blooming, 
pepitasellesart,

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/dharma/en/artworks/17130817/life-is-served-under-the-peaceful-lovely-stars,downloaded_images/17130817_19untitled-scanned-06.jpg
Broken Words,Ylenia Pizzetti,285.79,[],90x60 cm,Surrealism,"Parole rotte. Parole strappate, scucite, lacerate.  
Parole che non sono in grado di uscire.  
Parole che feriscono, che uccidono l’anima, intrappolate dentro la mente costrette a costruire silenzi nel mondo che ci circonda.

                
                    About this artwork: Classification,[...]",https://www.artmajeur.com/ylenia-pizzetti/en/artworks/16790686/broken-words,downloaded_images/16790686_606188b3-527f-4632-a5ed-9a70b7b5b0b6.jpg
Chevaux Et Chinoises,Marc Colonna D'Istria,25.0,[],,Tribal Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/marc-colonna-distria/en/artworks/12738044/chevaux-et-chinoises,downloaded_images/12738044_chevaux-et-chinoises-light.jpg
"Galerie ""Les Voiles De Saint Tropez 2021",René Barranco,,[],,,"Exposition virtuelle de la collection ""Voiles de St-Tropez""

                
                    About this artwork: Classification, Techniques & Styles
                      Photo Montage       Assembly of[...]",https://www.artmajeur.com/barranco-rene/en/artworks/15127289/galerie-les-voiles-de-saint-tropez-2021,downloaded_images/15127289_voiles-gallery-wall.jpg
Sheikh Mujibur Rahman - The Legend Of Ba,Md Saidul Islam,,"['Bangladesh', 'Awami League', 'Bangabandhu', 'Sheikh Mujibur Rahman', 'Artist Md Saidul islam']",,Figurative,"The Father of the Bengali Nation Bangabandhu Sheikh Mujibur Rahman (1920-1975). 
 
Sheikh Mujibur Rahman(March 17, 1920 – August 15, 1975) was a Bengali politician and statesman who was the founding leader of Bangladesh. He headed the ""Awami League (Political Party)"" and served as the first President of Bangladesh, and later as[...]",https://www.artmajeur.com/mdsaidulislam/en/artworks/14723300/sheikh-mujibur-rahman-the-legend-of-bangladesh,downloaded_images/14723300_sheikh-mujibur-rahman-the-legend-of-bangladesh-by-artist-md-saidul-islam.jpg
Blue Abstract Landscape Painting,Marine Kubert,77.0,"['blue abstract', 'mystical painting']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/marine-kubert/en/artworks/17133730/blue-abstract-landscape-painting,downloaded_images/17133730_25f800a1-8ddd-4a51-af70-712f0853262b.jpg
Peinture Authentique D'enfant Gf7,Sophie Maillard (Sophie Mai),25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/sophiemai/en/artworks/14362187/peinture-authentique-d-enfant-gf7,downloaded_images/14362187_gf7.jpg
Notte Piazza San Marco,Jean Louis Giudicelli,,[],,Impressionism,"photographie couleur prise de nuit,  post production, Venise mystérieuse

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/jean-louis-giudicelli/en/artworks/15100919/notte-piazza-san-marco,downloaded_images/15100919_piazzzjpg-modifier-copie.jpg
Un Songe,Alain Vistosi,25.0,[],,Surrealism,"UN SONGE 
Peinture numérique  
Impression sur papier photo 
Dimension  : 33 x 28 cm 
Signée au dos

                
                    About this artwork: Classification, Techniques & Styles
                      Surrealism     [...]",https://www.artmajeur.com/alain-vistosi/en/artworks/14157944/un-songe,downloaded_images/14157944_300-pp-le-songe-lr445-33-x-28-cm-photo-dessin-copie-copie.jpg
Old Cottage,Cyprian Hołownia,178.95,"['cottage', 'lino', 'graphics', 'folk', 'willage', 'old']",49.5x34.5 cm,Illustration,"Chałupa na obrazie jest to miejsce które kiedyś sfotografowałem, sam linoryt powstał około 2009  roku jednak w 2024 dodałem do  niego motywy ludowe. 
Seria ma 9 grafik jednak każda jest inna.

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/cyprian-holownia-9915606/en/artworks/17700433/old-cottage,downloaded_images/17700433_img-20240316-190307.jpg
