Title,Artist,Price,Description,Dimensions,Style,Link,Image Path
Night Out on the Town,Shari Blackwell,$60,"digital art, will remove watermark upon purchase, Night Out on the Town",,Modern art,"https://anasaea.com/viewArtPiece/x2mLzieeRx3bdoFty
",downloaded_images/x2mLzieeRx3bdoFty_pic1024.jpeg
Il passato protetto,Antonio Lavorgna,$50,Quel passato che è giusto proteggere e osservare per placare la nostra corsa.,"Height 1170cm, Width 1170cm",,"https://anasaea.com/viewArtPiece/ZbeaniCZz7uHorPQu
",downloaded_images/ZbeaniCZz7uHorPQu_pic1024.jpeg
Capitalism,Dato Captures,,"Capitalism, as an economic system, has been both praised as the driver of progress and growth, and criticized for its inherent flaws and detrimental effects on society. While capitalism claims to promote individual freedom, competition, and efficiency, it has also perpetuated inequality, exploitation, and a relentless pursuit of profit.","Height 31.75cm, Width 44.45cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/mAAdutskrbg5pL7dC
",downloaded_images/mAAdutskrbg5pL7dC_pic1024.jpeg
Magical Lioness,Shari Blackwell,$60,"digital art, will remove watermark upon purchase, Magical Lioness",,Modern art,"https://anasaea.com/viewArtPiece/jr29onM3ojxRrDYdF
",downloaded_images/jr29onM3ojxRrDYdF_pic1024.jpeg
Halftone Fuji Girl,Ana Mangot,E AVAILABLE ON REQUEST,Halftone Fuji Girl by Ana Mangot,,Japonisme,"https://anasaea.com/viewArtPiece/ZEz6hKAzTbATj4Efz
",downloaded_images/ZEz6hKAzTbATj4Efz_pic1024.jpeg
AEIOU,Baic Ion,,"AEIOU This is a drawing who tell about the begining of this world, the posibility of traveling in time, life after death and actual society.","Height 29.7cm, Width 42cm",Metaphysical art,"https://anasaea.com/viewArtPiece/4Qx6cP9TdPThiWtpA
",downloaded_images/4Qx6cP9TdPThiWtpA_pic1024.jpeg
Hunzinator DJ Master 5,Enzo Guarino,$100,"Hunzinator , the DJ master",,Modern art,"https://anasaea.com/viewArtPiece/dQGiAvxFyJhfBgFfZ
",downloaded_images/dQGiAvxFyJhfBgFfZ_pic1024.jpeg
Magic Solar System,Joaquim Vidal,$8500,Pure futurist digital art ,"Height 200cm, Width 200cm",Contemporary art,"https://anasaea.com/viewArtPiece/HfcsBzmA8XvEwxWMt
",downloaded_images/HfcsBzmA8XvEwxWMt_pic1024.jpeg
Halftone Party Girls. Nova,Ana Mangot,E AVAILABLE ON REQUEST,Halftone Party Girls. Nova by Ana Mangot,,Pop art,"https://anasaea.com/viewArtPiece/k7GwWiDkzv2jkdyBT
",downloaded_images/k7GwWiDkzv2jkdyBT_pic1024.jpeg
ABSTRAIT.225,DANIEL SIRIUS,$8500,ABSTRAIT.225 by DANIEL SIRIUS,"Height 50cm, Width 40cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/mDzuHxaPDqqvzd246
",downloaded_images/mDzuHxaPDqqvzd246_pic1024.jpeg
Diamonds and Leather,Tia Maze,E AVAILABLE ON REQUEST,Diamonds and Leather by Tia Maze,,,"https://anasaea.com/viewArtPiece/TeTGR2vtQdyKNFo3r
",downloaded_images/TeTGR2vtQdyKNFo3r_pic1024.jpeg
Lavender Love,Shari Blackwell,$60,"digital art, will remove watermark upon purchase, Lavender Love ",,Modern art,"https://anasaea.com/viewArtPiece/hK3CTamSzxudJ4Rbb
",downloaded_images/hK3CTamSzxudJ4Rbb_pic1024.jpeg
Tharcian princess 4,Heli An,$55,Tharcian princess 4 by Heli An,,Impressionism,"https://anasaea.com/viewArtPiece/3WeZkzFuHbohqfA8P
",downloaded_images/3WeZkzFuHbohqfA8P_pic1024.jpeg
Half Nude Red Painting,Maryam Hassan,$499,"This digital artprint was created using a mix of acrylic, oil painting and digital techniques. It was created using Mixed Media method mainly digital. Size is 60cmx90cm. This digital artwork is being sold as a digital art print. A perfect addition to your dining room, bedroom or living room.","Height 60cm, Width 120cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/uFDJvsnrSJu2xMgcN
",downloaded_images/uFDJvsnrSJu2xMgcN_pic1024.jpeg
Ａｒｍｏｒ,Fausto Chinelato,,"""The Sweetness of Egocentrism"".",,Gothic art,"https://anasaea.com/viewArtPiece/bsAFWAjvTy4FeWCyE
",downloaded_images/bsAFWAjvTy4FeWCyE_pic1024.jpeg
Glamy boss,Victor Isiguzo,$80,She's glamorous in an African style.,,Modern art,"https://anasaea.com/viewArtPiece/ZcwZKZ9wLx33MYAKk
",downloaded_images/ZcwZKZ9wLx33MYAKk_pic1024.jpeg
Segments of pulse,Dražen Jerković,,Segments of pulse by Dražen Jerković,,,"https://anasaea.com/viewArtPiece/eE7DnBQPL9FEeRRGA
",downloaded_images/eE7DnBQPL9FEeRRGA_pic1024.jpeg
Light my Fire,Wart 2.1,$200,Limited to 10 prints on fine paper numbered and signed by the author.,"Height 50cm, Width 50cm",Expressionism,"https://anasaea.com/viewArtPiece/rfPhxJ7kCw8TPqx8R
",downloaded_images/rfPhxJ7kCw8TPqx8R_pic1024.jpeg
8gates,Gentilebeastgod,$100,Life without no end should u look at the sun and see the first god that saw u before you knew u was in your pool,,Abstract expressionism,"https://anasaea.com/viewArtPiece/4ZBfqEAYgfJNDKkef
",downloaded_images/4ZBfqEAYgfJNDKkef_pic1024.jpeg
purple scarf,Gydee,,purple scarf by Gydee ,,Pop art,"https://anasaea.com/viewArtPiece/K4ifrTbsFK3LCwfRS
",downloaded_images/K4ifrTbsFK3LCwfRS_pic1024.jpeg
I am the liar I am the believer,Munira Merve Celik,$250,"The Artwork is part of the series "" Who Am I ? "", in which Munira Merve Celik tries to find away, guided by her subconscious, to answers at the fundamental questions that everyone ask themselves. ",,Contemporary art,"https://anasaea.com/viewArtPiece/Br4KfNkxzqow6C5bA
",downloaded_images/Br4KfNkxzqow6C5bA_pic1024.jpeg
Rhapsody In Blue,Mersi,$140,"When I go to a brothel, I feel like I'm in heaven... and that's what it's all about :))))

As this is digital art, the width and height can be adjusted to your requirements!","Height 40cm, Width 40cm",Contemporary art,"https://anasaea.com/viewArtPiece/Gri6TnupsKYTeRhy3
",downloaded_images/Gri6TnupsKYTeRhy3_pic1024.jpeg
Abstract,Mihaela B,$150,Abstract  by Mihaela  B,,Abstract expressionism,"https://anasaea.com/viewArtPiece/LTourakBoJHm7MAia
",downloaded_images/LTourakBoJHm7MAia_pic1024.jpeg
Awaiting Her beloved,Carlos Grijalva Jr,$200,Aztec Princess waits patiently. Even as the World burns all around.,"Height 182.88cm, Width 182.88cm",,"https://anasaea.com/viewArtPiece/8wArNBG4x68foQk5S
",downloaded_images/8wArNBG4x68foQk5S_pic1024.jpeg
Brain God Art Print,Oliver Kieser,$100,Brain God,"Height 42.33cm, Width 42.33cm",Surrealism,"https://anasaea.com/viewArtPiece/jATEwWxJHzc2Aorz5
",downloaded_images/jATEwWxJHzc2Aorz5_pic1024.jpeg
Yakuza Parrot. Miki,Ana Mangot,E AVAILABLE ON REQUEST,Yakuza Parrot. Miki by Ana Mangot,,Japonisme,"https://anasaea.com/viewArtPiece/3KRdb26Akr3TnJj7W
",downloaded_images/3KRdb26Akr3TnJj7W_pic1024.jpeg
21.3 grams,Kimberlin Fitzgerald,,The rumored physical weight of the soul is 21.3 grams…is it any wonder that so many make light of it’s purpose? The weight of responsibility that I have carried about it’s final destination for all these years seems a bit ironic now. ,,Metaphysical art,"https://anasaea.com/viewArtPiece/h6fxnZ8EuPz8uCQoa
",downloaded_images/h6fxnZ8EuPz8uCQoa_pic1024.jpeg
Girls Caught on Tape,Ana Mangot,E AVAILABLE ON REQUEST,"
NFT available at https://rarible.com/anamangot/sale",,Japonisme,"https://anasaea.com/viewArtPiece/2XEtXqZdSbrcyTH7y
",downloaded_images/2XEtXqZdSbrcyTH7y_pic1024.jpeg
the dance,Scrublishus Designs,$1000,the dance by Scrublishus Designs,,,"https://anasaea.com/viewArtPiece/WdTdwnzxXzMF4A4sT
",downloaded_images/WdTdwnzxXzMF4A4sT_pic1024.jpeg
Preciously Purrfect,Shari Blackwell,$60,"digital art, will remove watermark upon purchase, Preciously Purrfect",,Modern art,"https://anasaea.com/viewArtPiece/6ATBhAD5eACTqKY9x
",downloaded_images/6ATBhAD5eACTqKY9x_pic1024.jpeg
"""Talking to the moon""",Charalabos Zichnalis,$25,"""Talking to the moon"" by Charalabos Zichnalis",,,"https://anasaea.com/viewArtPiece/PNRNzcs45FDF97Qkf
",downloaded_images/PNRNzcs45FDF97Qkf_pic1024.jpeg
Framed canvas. Exotic elegance #9,Oxana Bulakhova,$300,"Spice up your blank walls with this head-turning framed canvas! 
This high-quality pine tree framed canvas comes with rubber pads on the back corners and a wall mount, making hanging the artwork hassle-free. 
What’s more, the frame gives the canvas a cool floating effect!","Height 44.5cm, Width 44.5cm",Contemporary art,"https://anasaea.com/viewArtPiece/oyZdAbxTDGpS9Ejhi
",downloaded_images/oyZdAbxTDGpS9Ejhi_pic1024.jpeg
empire state bear (art deco),Leeloo_mp / Masha B.,$175,empire state bear  (art deco) by Leeloo_mp  / Masha B.,"Height 45cm, Width 30cm",Surrealism,"https://anasaea.com/viewArtPiece/ZhGiHbMCpt3sjLtw3
",downloaded_images/ZhGiHbMCpt3sjLtw3_pic1024.jpeg
Sand Goddess,Shari Blackwell,$100,"Digital Art, Native American Indian, Sand Goddess",,Modern art,"https://anasaea.com/viewArtPiece/wFngFp5YjHQMPgCSH
",downloaded_images/wFngFp5YjHQMPgCSH_pic1024.jpeg
KAPPA,frank soprano,$400,KAPPA by frank soprano,"Height 100cm, Width 75cm",,"https://anasaea.com/viewArtPiece/C9K8Wp2mNN7ADFRHJ
",downloaded_images/C9K8Wp2mNN7ADFRHJ_pic1024.jpeg
11 ūndecim Jīngjīng Crystal Rhapsody,Jingjing 晶晶,$200,11 ūndecim Jīngjīng Crystal Rhapsody  by Jingjing 晶晶,"Height 80cm, Width 80cm",Futurism,"https://anasaea.com/viewArtPiece/q73PJ4yAwWa7tGQEa
",downloaded_images/q73PJ4yAwWa7tGQEa_pic1024.jpeg
Yellow and Blue Celebration,Alana Makeda,,Yellow and Blue Celebration by Alana Makeda,,,"https://anasaea.com/viewArtPiece/jADnzjaNJbR4hSgvY
",downloaded_images/jADnzjaNJbR4hSgvY_pic1024.jpeg
screenshotgreatingcards - 11:33 10-10-45 [*],illussion Eddie Puce-Paeglitis,$25000,Ask for details,,Primitivism,"https://anasaea.com/viewArtPiece/GsERYqSaDtDtQgN6m
",downloaded_images/GsERYqSaDtDtQgN6m_pic1024.jpeg
I am Beautiful,Shari Blackwell,$6,"digital art, will remove watermark upon purchase, Mr. Beautiful",,Modern art,"https://anasaea.com/viewArtPiece/gCTimE6fGMW6Arv5E
",downloaded_images/gCTimE6fGMW6Arv5E_pic1024.jpeg
Tiny Boxes,Andrew Foster,E AVAILABLE ON REQUEST,Tiny Boxes by Andrew Foster,,Contemporary art,"https://anasaea.com/viewArtPiece/izrjZu8G647Rd8Nk3
",downloaded_images/izrjZu8G647Rd8Nk3_pic1024.jpeg
the red haired lady,Gydee,,the red haired lady by Gydee ,,Pop art,"https://anasaea.com/viewArtPiece/6AfPRDiaGv7Ze7CaM
",downloaded_images/6AfPRDiaGv7Ze7CaM_pic1024.jpeg
Bioremediador 1,Kyber koacervado,$25000,"Biorremediador (Biotecnología ambiental del agua)



Biotecnología avanzada para la recuperación de ecosistemas marinos y costeros, Millones de organismos vivos, sintéticos, diseñados para absorber y alimentarse de todo tipo de contaminantes presentes en la biosfera, incluidos contaminantes desconocidos.



Detalles de la obra de arte:

Biorremediador 1, por koacervado 8 de junio de 2023.

Imagen fotorrealista generada por computadora.

Representación 3D generada a partir de la iteración booleana de varias fórmulas de geometría fractal.

Tamaño original: 7000px x 7000px, 49 megapíxeles (Mpx)

Tiempo de renderizado 16 horas 18 minutos y 26 segundos.

Temperatura máxima del sistema: 70°C. CPU de 4,45 GHz, GPU de 1320 MHz


EL PRECIO ESTA EXPRESADO EN PESOS MEXICANOS (MXN)","Height 76cm, Width 76cm",Futurism,"https://anasaea.com/viewArtPiece/nv48iDj82w4KRvPjQ
",downloaded_images/nv48iDj82w4KRvPjQ_pic1024.jpeg
"Julie - ""Year 2050""",tiziana bozza,$6000,Julie and dreams,"Height 1000cm, Width 1000cm",Modern art,"https://anasaea.com/viewArtPiece/EsXud58bYbBdnvT6m
",downloaded_images/EsXud58bYbBdnvT6m_pic1024.jpeg
Who Am I? Cinema or Life.,Munira Merve Celik,$300,""" Who Am I? Cinema or Life. "" was chosen as the image of the exhibition "" Who Am I ? "", the first series of digital paintings of Munira Merve Celik.

This Artwork reflects the artist's discomfort and the search for the lost self. 
The self-portrait of the Artist, with a tired and resigned expression, is repeated almost compulsively, like a decorative pattern, as if repeating the gesture, drawing herself many times could help her to get to know herself, understand the meaning of the malaise, trying to find answer to the questions that were plaguing her mind.",,Contemporary art,"https://anasaea.com/viewArtPiece/GA4kSabv74biXQnw3
",downloaded_images/GA4kSabv74biXQnw3_pic1024.jpeg
Skateboard ROBLOX,Punk Ravity,,Skateboard ROBLOX by Punk Ravity,"Height 1280cm, Width 1280cm",,"https://anasaea.com/viewArtPiece/uFqugp89bWnRPa8wf
",downloaded_images/uFqugp89bWnRPa8wf_pic1024.jpeg
Africano,هاله محمد,$1000,Digital drawing with mouse on Adobe Photoshop,"Height 100cm, Width 70cm",,"https://anasaea.com/viewArtPiece/XMGoaJeB2WWpppFsJ
",downloaded_images/XMGoaJeB2WWpppFsJ_pic1024.jpeg
Winter Pink,Shari Blackwell,$100,"Digital Art, Native American Indian, Winter in Pink",,Modern art,"https://anasaea.com/viewArtPiece/PvaCkBCt8vF5pXCrR
",downloaded_images/PvaCkBCt8vF5pXCrR_pic1024.jpeg
Original Light,ha11ok,,"Light travels in a straight line.

""
Not hiding anything in his capes, we are happy with the word of silence. 
Where the ego fades there is your consciousness's island.
""","Height 80cm, Width 80cm",Minimalism,"https://anasaea.com/viewArtPiece/i6uo7EYssdQvjsjeW
",downloaded_images/i6uo7EYssdQvjsjeW_pic1024.jpeg
Elegante Symbiose: Kunstvolle Begegnungen von Mensch und Vogel,Summer Shamma,,"Erlebe die faszinierende Begegnung von Mensch und Vogel in einer Welt voller Eleganz und Ästhetik. Tauche ein in blaugetönte Landschaften, wo kunstvoll gekleidete Menschen mit wunderschönen Vögeln verschmelzen.",,,"https://anasaea.com/viewArtPiece/HndKigRBQXc8M8AsG
",downloaded_images/HndKigRBQXc8M8AsG_pic1024.jpeg
Warrior,Magnet,,Warrior by Magnet ,,Surrealism,"https://anasaea.com/viewArtPiece/6SAxmtprR2qpkCJix
",downloaded_images/6SAxmtprR2qpkCJix_pic1024.jpeg
Ketamina Oceanna,Alex Ruiz,,Digital artwork created for my 'Oceanna' immersive projection series.,,Metaphysical art,"https://anasaea.com/viewArtPiece/qAmFvhkYtuDDQDYG3
",downloaded_images/qAmFvhkYtuDDQDYG3_pic1024.jpeg
Abstract dreams. Dark lists 2.,Grigoriy Yakimov,$400,Abstract dreams. Dark lists 2. by Grigoriy Yakimov,"Height 80cm, Width 53cm",,"https://anasaea.com/viewArtPiece/hmW7HwpuZZLF4iBuN
",downloaded_images/hmW7HwpuZZLF4iBuN_pic1024.jpeg
Fluffy,Zinaida Kazantseva,,Fluffy by Zinaida Kazantseva,"Height 40cm, Width 40cm",Contemporary art,"https://anasaea.com/viewArtPiece/8jL4XuktyadEXW4st
",downloaded_images/8jL4XuktyadEXW4st_pic1024.jpeg
cycle Danube concept,Djordje Zivić,$1800,"digital aspect
Novi Sad-Danube",,Futurism,"https://anasaea.com/viewArtPiece/C5ABgsbxFXwdaMmrS
",downloaded_images/C5ABgsbxFXwdaMmrS_pic1024.jpeg
#121 En hommage à Marcel Duchamp...,JongSeok LEE,E AVAILABLE ON REQUEST,"(2023, digital, video, print)

Marcel Duchamp, Nude Descending a Staircase No. 2, 1912

Simultaneity of time and space-previous paintings are 'stilled' by the object of the picture to be analyzed, while < Nude 2> is 'moving' by the object of the painting to be analyzed. Duchamp is not a paused scene that captures a moment, but an attempt to capture a moving reality with the passage of time on canvas. So in order to get out of the limitations of time that could not be overcome in painting, space was used dramatically.",,,"https://anasaea.com/viewArtPiece/bMxcBRMXdd5pvTGAh
",downloaded_images/bMxcBRMXdd5pvTGAh_pic1024.jpeg
Good Night,Claudio Di Nardo,E AVAILABLE ON REQUEST, Good Night by Claudio Di Nardo,"Height 19cm, Width 33cm",Hyperrealism,"https://anasaea.com/viewArtPiece/pyjeXoY7eLrubgoos
",downloaded_images/pyjeXoY7eLrubgoos_pic1024.jpeg
Edgar Allan Poe No 2,Sherry Haven,$30,Edgar Allan Poe No 2 by Sherry  Haven ,,Art Nouveau,"https://anasaea.com/viewArtPiece/x6xo2jfhxPTWvLLqr
",downloaded_images/x6xo2jfhxPTWvLLqr_pic1024.jpeg
"Oh, What a Tangled Mess We Weave",Francene Levinson,$3600,"Oh, What a Tangled Mess We Weave, 2023, 60.96 cm x 60.96 cm, is an original digital Techspressionist painting inspired by the resulting effects of untruths. It is abstract, minimalist, geometric, contemporary, digital fine art. ","Height 60.96cm, Width 60.96cm",,"https://anasaea.com/viewArtPiece/LK3WFx83FKipvRPPN
",downloaded_images/LK3WFx83FKipvRPPN_pic1024.jpeg
PURPLE ORBITER,CALLIE E AUSTIN,$3200,"This close-up image features a unique and intricate design of purple and white swirls. The abstract shape is composed of two distinct colors, with the dominant color being purple and the accent color being a brighter hue. In the center of this composition lies an object that appears to be made out of metal, which stands out against its colorful backdrop. Surrounding it are several smaller objects in various shades of purple, adding texture and depth to the overall design. The background is mostly white with some gray tones mixed in for contrast, while the foreground has more vibrant hues such as violet and lavender. This combination creates an interesting visual effect that draws attention to all elements within the frame. Additionally, there are small feather-like objects scattered throughout, which add a delicate touch to this piece of art. Overall, this image captures a beautiful display of shapes and colors that come together harmoniously to create something truly unique and captivating. It could easily be used as inspiration for fashion or graphic design projects due to its eye-catching nature.","Height 213.36cm, Width 120.01cm",Contemporary art,"https://anasaea.com/viewArtPiece/mzuaH58riQM78H8A3
",downloaded_images/mzuaH58riQM78H8A3_pic1024.jpeg
